,run,epoch,loss,epoch_duration,run duration,learning_rate,num_epoch
0,1,1,0.3892939542050636,317.62367725372314,317.62367725372314,0.001,30
1,1,2,0.3099266194206263,329.21584725379944,646.8414776325226,0.001,30
2,1,3,0.2796724204173578,315.00508213043213,961.8486313819885,0.001,30
3,1,4,0.25887320185863666,285.8636038303375,1247.712235212326,0.001,30
4,1,5,0.2445656546310241,286.1183853149414,1533.83265542984,0.001,30
5,1,6,0.23514781994301648,286.4425239562988,1820.277179479599,0.001,30
6,1,7,0.22776760639704113,285.1225061416626,2105.3996856212616,0.001,30
7,1,8,0.22144689388750566,282.0570385456085,2387.457721233368,0.001,30
8,1,9,0.21678335551682504,284.36738300323486,2671.8261020183563,0.001,30
9,1,10,0.21196759394591763,282.52619767189026,2954.353258371353,0.001,30
10,1,11,0.2083643339574337,278.43296241760254,3232.7872161865234,0.001,30
11,1,12,0.20492308467094386,278.1002788543701,3510.8874950408936,0.001,30
12,1,13,0.20204327892075988,278.5486361980438,3789.437097787857,0.001,30
13,1,14,0.19849624084900058,277.9491639137268,4067.3872616291046,0.001,30
14,1,15,0.19522531676320506,308.37115597724915,4375.759398937225,0.001,30
15,1,16,0.19257275677759142,328.8195450305939,4704.580940008163,0.001,30
16,1,17,0.19015640775407,331.2620003223419,5035.842940330505,0.001,30
17,1,18,0.1874663580138798,281.2929117679596,5317.1368498802185,0.001,30
18,1,19,0.185007637131974,286.92067217826843,5604.058517694473,0.001,30
19,1,20,0.18247628833595958,286.9029076099396,5890.962384223938,0.001,30
20,1,21,0.18043457909250663,287.6173264980316,6178.57971072197,0.001,30
21,1,22,0.17723021136840716,287.94383478164673,6466.525514125824,0.001,30
22,1,23,0.17628509450393418,288.44648146629333,6754.971995592117,0.001,30
23,1,24,0.17457844343476203,288.2231514453888,7043.197116851807,0.001,30
24,1,25,0.1726780256648208,283.7894217967987,7326.986538648605,0.001,30
25,1,26,0.17077917758826286,277.8206720352173,7604.8081793785095,0.001,30
26,1,27,0.16827644568143618,281.8564262390137,7886.666605234146,0.001,30
27,1,28,0.16709851165346445,304.01438450813293,8190.680989742279,0.001,30
28,1,29,0.16515949559361037,289.7356116771698,8480.416601419449,0.001,30
29,1,30,0.16397822669537235,283.02530169487,8763.442896604538,0.001,30
